change_id,old_name,new_name,item_type,module,model,change_scope,impact_type,context,confidence,parent_change_id,validation_status
95,_get_move_dests_initial_demand,_get_stock_move_dests_initial_demand,method,purchase_mrp,purchase.order.line,declaration,primary,,0.9,,auto_approved
352,_get_move_dests_initial_demand,_get_stock_move_dests_initial_demand,method,purchase_stock,purchase.order.line,call,self_call,_prepare_stock_moves,0.882,95,approved
351,_get_move_dests_initial_demand,_get_stock_move_dests_initial_demand,method,purchase_mrp,purchase.order.line,super_call,inheritance,_get_move_dests_initial_demand,0.833,95,approved
115,_get_move_dests_initial_demand,_get_stock_move_dests_initial_demand,method,purchase_stock,purchase.order.line,declaration,primary,,0.9,,auto_approved
354,_get_move_dests_initial_demand,_get_stock_move_dests_initial_demand,method,purchase_stock,purchase.order.line,call,self_call,_prepare_stock_moves,0.882,115,approved
353,_get_move_dests_initial_demand,_get_stock_move_dests_initial_demand,method,purchase_mrp,purchase.order.line,super_call,inheritance,_get_move_dests_initial_demand,0.833,115,approved
98,effective_date,date_effective,field,purchase_stock,purchase.order,declaration,primary,,0.9,,auto_approved
103,purchase_order_count,count_purchase_order,field,purchase_stock,stock.lot,declaration,primary,,0.9,,auto_approved
105,_compute_effective_date,_compute_date_effective,method,purchase_stock,purchase.order,declaration,primary,,0.9,,auto_approved
113,_create_or_update_picking,_update_or_create_picking,method,purchase_stock,purchase.order.line,declaration,primary,,1,,auto_approved
114,_update_move_date_deadline,_update_stock_move_date_deadline,method,purchase_stock,purchase.order.line,declaration,primary,,0.9,,auto_approved
364,_update_move_date_deadline,_update_stock_move_date_deadline,method,purchase_stock,purchase.order.line,call,self_call,_update_date_planned,0.882,114,approved
120,sale_order_count,count_sale_order,field,sale,account.move,declaration,primary,,0.9,,auto_approved
121,quotations_amount,amount_quotations,field,sale,crm.team,declaration,primary,,1,,auto_approved
122,sales_to_invoice_count,count_sales_to_invoice,field,sale,crm.team,declaration,primary,,0.9,,auto_approved
123,sale_order_count,count_sale_order,field,sale,crm.team,declaration,primary,,0.9,,auto_approved
124,quotations_count,count_quotations,field,sale,crm.team,declaration,primary,,0.9,,auto_approved
126,sale_order_count,count_sale_order,field,sale,res.partner,declaration,primary,,0.9,,auto_approved
367,sale_order_count,count_sale_order,field,sale,res.partner,reference,self_reference,_compute_sale_order_count,0.882,126,approved
127,invoice_count,count_invoice_ids,field,sale,sale.order,declaration,primary,,1,,auto_approved
128,validity_date,date_validity,field,sale,sale.order,declaration,primary,,0.9,,auto_approved
129,order_line,line_ids,field,sale,sale.order,declaration,primary,,0.9,,auto_approved
368,order_line,line_ids,field,delivery,sale.order,reference,self_reference,_compute_amount_total_without_delivery,0.882,129,approved
369,order_line,line_ids,field,delivery,sale.order,reference,self_reference,onchange_order_line,0.882,129,approved
370,order_line,line_ids,field,delivery,sale.order,reference,self_reference,_remove_delivery_line,0.882,129,approved
371,order_line,line_ids,field,delivery,sale.order,reference,self_reference,_prepare_delivery_line_vals,0.882,129,approved
373,order_line,line_ids,field,delivery,sale.order,reference,self_reference,_get_estimated_weight,0.882,129,approved
374,order_line,line_ids,field,event_sale,sale.order,reference,self_reference,write,0.882,129,approved
375,order_line,line_ids,field,event_sale,sale.order,reference,self_reference,action_confirm,0.882,129,approved
376,order_line,line_ids,field,pos_sale,sale.order,reference,self_reference,load_sale_order_from_pos,0.882,129,approved
379,order_line,line_ids,field,sale,sale.order,reference,self_reference,_add_base_lines_for_early_payment_discount,0.882,129,approved
380,order_line,line_ids,field,sale,sale.order,reference,self_reference,_onchange_company_id_warning,0.882,129,approved
381,order_line,line_ids,field,sale,sale.order,reference,self_reference,_onchange_fpos_id_show_update_fpos,0.882,129,approved
382,order_line,line_ids,field,sale,sale.order,reference,self_reference,_onchange_pricelist_id_show_update_prices,0.882,129,approved
383,order_line,line_ids,field,sale,sale.order,reference,self_reference,_onchange_order_line,0.882,129,approved
386,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_copiable_order_lines,0.882,129,approved
387,order_line,line_ids,field,sale,sale.order,reference,self_reference,action_confirm,0.882,129,approved
388,order_line,line_ids,field,sale,sale.order,reference,self_reference,_confirmation_error_message,0.882,129,approved
389,order_line,line_ids,field,sale,sale.order,reference,self_reference,_recompute_taxes,0.882,129,approved
390,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_action_add_from_catalog_extra_context,0.882,129,approved
391,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_update_prices_lines,0.882,129,approved
392,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_invoiceable_lines,0.882,129,approved
393,order_line,line_ids,field,sale,sale.order,reference,self_reference,_create_invoices,0.882,129,approved
394,order_line,line_ids,field,sale,sale.order,reference,self_reference,_force_lines_to_invoice_policy_order,0.882,129,approved
395,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_order_lines_to_report,0.882,129,approved
397,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_product_catalog_record_lines,0.882,129,approved
398,order_line,line_ids,field,sale,sale.order,reference,self_reference,_get_product_documents,0.882,129,approved
400,order_line,line_ids,field,sale,sale.order,reference,self_reference,_update_order_line_info,0.882,129,approved
403,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_add_loyalty_history_lines,0.882,129,approved
404,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,action_confirm,0.882,129,approved
405,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_action_cancel,0.882,129,approved
406,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_applied_global_discount_lines,0.882,129,approved
407,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_reward_values_product,0.882,129,approved
408,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_discountable_amount,0.882,129,approved
409,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_discountable_order,0.882,129,approved
410,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_cheapest_line,0.882,129,approved
411,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_specific_discountable_lines,0.882,129,approved
412,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_discountable_specific,0.882,129,approved
414,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_reward_values_discount,0.882,129,approved
416,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_reward_programs,0.882,129,approved
417,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_recompute_prices,0.882,129,approved
418,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_point_changes,0.882,129,approved
419,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_real_points_for_coupon,0.882,129,approved
420,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_claimable_rewards,0.882,129,approved
423,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_update_programs_and_rewards,0.882,129,approved
427,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_get_not_rewarded_order_lines,0.882,129,approved
428,order_line,line_ids,field,sale_loyalty,sale.order,reference,self_reference,_program_check_compute_points,0.882,129,approved
432,order_line,line_ids,field,sale_loyalty_delivery,sale.order,reference,self_reference,_compute_amount_total_without_delivery,0.882,129,approved
433,order_line,line_ids,field,sale_loyalty_delivery,sale.order,reference,self_reference,_get_no_effect_on_threshold_lines,0.882,129,approved
434,order_line,line_ids,field,sale_loyalty_delivery,sale.order,reference,self_reference,_get_reward_values_free_shipping,0.882,129,approved
436,order_line,line_ids,field,sale_loyalty_delivery,sale.order,reference,self_reference,_get_claimable_rewards,0.882,129,approved
437,order_line,line_ids,field,sale_management,sale.order,reference,self_reference,_onchange_sale_order_template_id,0.882,129,approved
438,order_line,line_ids,field,sale_management,sale.order,reference,self_reference,_onchange_partner_id,0.882,129,approved
439,order_line,line_ids,field,sale_mrp,sale.order,reference,self_reference,_compute_mrp_production_ids,0.882,129,approved
440,order_line,line_ids,field,sale_pdf_quote_builder,sale.order,reference,self_reference,get_update_included_pdf_params,0.882,129,approved
441,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,_compute_milestone_count,0.882,129,approved
442,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,_action_confirm,0.882,129,approved
443,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,action_view_task,0.882,129,approved
445,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,_tasks_ids_domain,0.882,129,approved
446,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,action_create_project,0.882,129,approved
447,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,action_view_project_ids,0.882,129,approved
449,order_line,line_ids,field,sale_project,sale.order,reference,self_reference,action_view_milestone,0.882,129,approved
451,order_line,line_ids,field,sale_purchase,sale.order,reference,self_reference,_get_purchase_orders,0.882,129,approved
452,order_line,line_ids,field,sale_stock,sale.order,reference,self_reference,_action_confirm,0.882,129,approved
453,order_line,line_ids,field,sale_timesheet,sale.order,reference,self_reference,_get_prepaid_service_lines_to_upsell,0.882,129,approved
454,order_line,line_ids,field,sale_timesheet,sale.order,reference,self_reference,action_view_timesheet,0.882,129,approved
459,order_line,line_ids,field,sale_timesheet,sale.order,reference,self_reference,_reset_has_displayed_warning_upsell_order_lines,0.882,129,approved
460,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_get_non_delivery_lines,0.882,129,approved
461,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_cart_find_product_line,0.882,129,approved
463,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_cart_update_line_quantity,0.882,129,approved
464,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_verify_cart_after_update,0.882,129,approved
465,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_verify_cart,0.882,129,approved
466,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_is_reorder_allowed,0.882,129,approved
467,order_line,line_ids,field,website_sale,sale.order,reference,self_reference,_has_deliverable_products,0.882,129,approved
468,order_line,line_ids,field,website_sale_loyalty,sale.order,reference,self_reference,_auto_apply_rewards,0.882,129,approved
469,order_line,line_ids,field,website_sale_loyalty,sale.order,reference,self_reference,_get_free_shipping_lines,0.882,129,approved
470,order_line,line_ids,field,website_sale_loyalty,sale.order,reference,self_reference,_get_claimable_and_showable_rewards,0.882,129,approved
471,order_line,line_ids,field,website_sale_stock,sale.order,reference,self_reference,_get_common_product_lines,0.882,129,approved
472,order_line,line_ids,field,website_sale_stock,sale.order,reference,self_reference,_check_cart_is_ready_to_be_paid,0.882,129,approved
473,order_line,line_ids,field,website_sale_stock,sale.order,reference,self_reference,_all_product_available,0.882,129,approved
130,invoice_status,invoice_state,field,sale,sale.order,declaration,primary,,0.9,,auto_approved
131,commitment_date,date_commitment,field,sale,sale.order,declaration,primary,,0.9,,auto_approved
474,commitment_date,date_commitment,field,sale,sale.order,reference,self_reference,_onchange_commitment_date,0.882,131,approved
134,qty_delivered,qty_transfered,field,sale,sale.order.line,declaration,primary,,0.9,,auto_approved
476,qty_delivered,qty_transfered,field,sale_purchase,sale.order.line,reference,self_reference,_onchange_service_product_uom_qty,0.882,134,approved
135,invoice_status,invoice_state,field,sale,sale.order.line,declaration,primary,,0.9,,auto_approved
144,quotation_count,count_quotation,field,sale,utm.campaign,declaration,primary,,0.9,,auto_approved
146,sale_orders_count,count_sale_orders,field,sale,sale.mass.cancel.orders,declaration,primary,,0.9,,auto_approved
147,_compute_sale_order_count,_compute_count_sale_order,method,sale,crm.team,declaration,primary,,0.9,,auto_approved
150,_compute_sale_order_count,_compute_count_sale_order,method,sale,res.partner,declaration,primary,,0.9,,auto_approved
151,action_quotation_send,action_send_quotation,method,sale,sale.order,declaration,primary,,1,,auto_approved
152,action_open_discount_wizard,action_view_discount_wizard,method,sale,sale.order,declaration,primary,,1,,auto_approved
153,_get_copiable_order_lines,_get_order_lines_copiable,method,sale,sale.order,declaration,primary,,1,,auto_approved
154,_onchange_order_line,_onchange_line_ids,method,sale,sale.order,declaration,primary,,0.9,,auto_approved
155,_onchange_commitment_date,_onchange_date_commitment,method,sale,sale.order,declaration,primary,,0.9,,auto_approved
156,_compute_validity_date,_compute_date_validity,method,sale,sale.order,declaration,primary,,0.9,,auto_approved
203,_compute_validity_date,_compute_date_validity,method,sale_management,sale.order,declaration,inheritance,,0.9,156,auto_approved
482,_compute_validity_date,_compute_date_validity,method,sale_management,sale.order,super_call,inheritance,_compute_validity_date,0.833,156,approved
174,has_valued_move_ids,_has_valued_move_ids,method,sale,sale.order.line,declaration,primary,,1,,auto_approved
175,_get_order_date,_get_date_order,method,sale,sale.order.line,declaration,primary,,1,,auto_approved
254,_get_order_date,_get_date_order,method,website_sale,sale.order.line,declaration,inheritance,,1,175,auto_approved
498,_get_order_date,_get_date_order,method,sale,sale.order.line,call,self_call,_get_pricelist_price,0.9,175,auto_approved
499,_get_order_date,_get_date_order,method,sale,sale.order.line,call,self_call,_get_pricelist_price_context,0.9,175,auto_approved
500,_get_order_date,_get_date_order,method,website_sale,sale.order.line,super_call,inheritance,_get_order_date,0.85,175,approved
176,_get_linked_lines,_get_lines_linked,method,sale,sale.order.line,declaration,primary,,1,,auto_approved
177,_get_linked_line,_get_line_linked,method,sale,sale.order.line,declaration,primary,,1,,auto_approved
501,_get_linked_line,_get_line_linked,method,sale,sale.order.line,call,self_call,_get_combo_item_display_price,0.9,177,auto_approved
178,_get_display_price_ignore_combo,_get_price_display_ignore_combo,method,sale,sale.order.line,declaration,primary,,1,,auto_approved
502,_get_display_price_ignore_combo,_get_price_display_ignore_combo,method,sale,sale.order.line,call,self_call,_get_display_price,0.9,178,auto_approved
180,_get_combo_item_display_price,_get_price_display_combo_item,method,sale,sale.order.line,declaration,primary,,1,,auto_approved
503,_get_combo_item_display_price,_get_price_display_combo_item,method,sale,sale.order.line,call,self_call,_get_display_price,0.9,180,auto_approved
195,_compute_sale_invoiced_amount,_compute_sale_amount_invoiced,method,sale,utm.campaign,declaration,primary,,1,,auto_approved
196,_compute_quotation_count,_compute_count_quotation,method,sale,utm.campaign,declaration,primary,,0.9,,auto_approved
197,_compute_sale_orders_count,_compute_count_sale_orders,method,sale,sale.mass.cancel.orders,declaration,primary,,0.9,,auto_approved
198,view_draft_invoices,action_view_draft_invoices,method,sale,sale.advance.payment.inv,declaration,primary,,1,,auto_approved
205,_get_qty_procurement,_get_procurement_qty,method,sale_mrp,sale.order.line,declaration,primary,,1,,auto_approved
524,_get_qty_procurement,_get_procurement_qty,method,sale_mrp,sale.order.line,super_call,inheritance,_get_qty_procurement,0.85,205,approved
525,_get_qty_procurement,_get_procurement_qty,method,stock_dropshipping,sale.order.line,super_call,inheritance,_get_qty_procurement,0.85,205,approved
233,_get_qty_procurement,_get_procurement_qty,method,sale_stock,sale.order.line,declaration,primary,,1,,auto_approved
526,_get_qty_procurement,_get_procurement_qty,method,sale_mrp,sale.order.line,super_call,inheritance,_get_qty_procurement,0.85,233,approved
527,_get_qty_procurement,_get_procurement_qty,method,stock_dropshipping,sale.order.line,super_call,inheritance,_get_qty_procurement,0.85,233,approved
250,_get_qty_procurement,_get_procurement_qty,method,stock_dropshipping,sale.order.line,declaration,primary,,1,,auto_approved
528,_get_qty_procurement,_get_procurement_qty,method,sale_mrp,sale.order.line,super_call,inheritance,_get_qty_procurement,0.85,250,approved
529,_get_qty_procurement,_get_procurement_qty,method,stock_dropshipping,sale.order.line,super_call,inheritance,_get_qty_procurement,0.85,250,approved
212,sale_order_count,count_sale_order,field,sale_purchase,purchase.order,declaration,primary,,0.9,,auto_approved
213,purchase_order_count,count_purchase_order,field,sale_purchase,sale.order,declaration,primary,,0.9,,auto_approved
214,_compute_sale_order_count,_compute_count_sale_order,method,sale_purchase,purchase.order,declaration,primary,,0.9,,auto_approved
